att_id,candidate_cwe,score,rationale,feature_scores
T1588.007,CWE-295,0.1463,,"{""title_sim"": 0.48148148148148145, ""desc_sim"": 0.006144573427629755, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.0}"
T1666,CWE-1229,0.2529,boost_common_term:resource,"{""title_sim"": 0.5666666666666667, ""desc_sim"": 0.09007233091262974, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.029197080291970802}"
T1666,CWE-668,0.2382,boost_common_term:resource,"{""title_sim"": 0.5373134328358209, ""desc_sim"": 0.07482078265590182, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.022556390977443608}"
T1666,CWE-764,0.2378,boost_common_term:resource,"{""title_sim"": 0.5588235294117647, ""desc_sim"": 0.06234151160018368, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.007407407407407408}"
T1564.008,CWE-710,0.1781,boost_common_term:rules,"{""title_sim"": 0.2857142857142857, ""desc_sim"": 0.13262870783361103, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.012903225806451613}"
T1564.008,CWE-231,0.1459,,"{""title_sim"": 0.4705882352941177, ""desc_sim"": 0.011483175948417105, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.006622516556291391}"
T1564.008,CWE-268,0.1448,,"{""title_sim"": 0.4444444444444444, ""desc_sim"": 0.029758192275674205, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.012658227848101266}"
T1491.002,CWE-473,0.2521,boost_common_term:external,"{""title_sim"": 0.5925925925925926, ""desc_sim"": 0.06814715478579186, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.019230769230769232}"
T1491.002,CWE-673,0.2513,boost_common_term:external,"{""title_sim"": 0.5925925925925926, ""desc_sim"": 0.0711159145353036, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.011111111111111112}"
T1491.002,CWE-15,0.2035,,"{""title_sim"": 0.5925925925925926, ""desc_sim"": 0.07838061491632002, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.01098901098901099}"
T1027.013,CWE-646,0.2146,boost_common_term:file,"{""title_sim"": 0.379746835443038, ""desc_sim"": 0.15163635315643065, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.025806451612903226}"
T1027.013,CWE-910,0.2106,boost_common_term:file,"{""title_sim"": 0.4615384615384615, ""desc_sim"": 0.069347690549591, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.006802721088435374}"
T1027.013,CWE-260,0.2032,boost_common_term:file,"{""title_sim"": 0.4230769230769231, ""desc_sim"": 0.07421283525300593, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.020134228187919462}"
T1171,CWE-486,0.1440,,"{""title_sim"": 0.3278688524590164, ""desc_sim"": 0.1261707216656866, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.03896103896103896}"
T1171,CWE-257,0.1434,,"{""title_sim"": 0.32876712328767127, ""desc_sim"": 0.09565240075428848, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.08045977011494253}"
T1171,CWE-820,0.1310,,"{""title_sim"": 0.36363636363636365, ""desc_sim"": 0.05559824871833742, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.025974025974025976}"
T1590.005,CWE-1327,0.1693,,"{""title_sim"": 0.4897959183673469, ""desc_sim"": 0.06243604227242556, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.01834862385321101}"
T1590.005,CWE-291,0.1535,,"{""title_sim"": 0.41509433962264153, ""desc_sim"": 0.09656702964672449, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.0}"
T1590.005,CWE-1222,0.1510,boost_common_term:addresses,"{""title_sim"": 0.26506024096385544, ""desc_sim"": 0.050438898281426336, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.031746031746031744}"
T1499.001,CWE-674,0.1597,,"{""title_sim"": 0.4390243902439025, ""desc_sim"": 0.06921987287760423, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.036231884057971016}"
T1499.001,CWE-260,0.1515,,"{""title_sim"": 0.4489795918367347, ""desc_sim"": 0.046352394944814204, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.014705882352941176}"
T1499.001,CWE-768,0.1510,,"{""title_sim"": 0.41509433962264153, ""desc_sim"": 0.07035363381831315, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.02702702702702703}"
T1014,CWE-667,0.1095,,"{""title_sim"": 0.34782608695652173, ""desc_sim"": 0.017065434802417283, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.0}"
T1014,CWE-546,0.1039,,"{""title_sim"": 0.24, ""desc_sim"": 0.07848796674086517, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.041666666666666664}"
T1014,CWE-787,0.1004,,"{""title_sim"": 0.3076923076923077, ""desc_sim"": 0.02712180000526896, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.0}"
T1546.013,CWE-114,0.1635,,"{""title_sim"": 0.48484848484848486, ""desc_sim"": 0.03389779783748583, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.0392156862745098}"
T1546.013,CWE-283,0.1491,,"{""title_sim"": 0.4736842105263158, ""desc_sim"": 0.016638194236510508, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.009900990099009901}"
T1546.013,CWE-648,0.1433,,"{""title_sim"": 0.4, ""desc_sim"": 0.05940285782079332, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.027522935779816515}"
T1059.007,CWE-83,0.1527,boost_common_term:javascript,"{""title_sim"": 0.23529411764705885, ""desc_sim"": 0.09463032776888942, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.018518518518518517}"
T1059.007,CWE-514,0.1152,,"{""title_sim"": 0.33333333333333326, ""desc_sim"": 0.033727470101693496, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.02564102564102564}"
T1059.007,CWE-623,0.1114,,"{""title_sim"": 0.2758620689655173, ""desc_sim"": 0.09109578475598631, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.00641025641025641}"
T1590.002,CWE-350,0.4290,boost_common_term:dns;boost_subtech_title_match,"{""title_sim"": 1.0, ""desc_sim"": 0.15259240432972665, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.015873015873015872}"
T1590.002,CWE-292,0.3632,boost_subtech_title_match,"{""title_sim"": 1.0, ""desc_sim"": 0.09947284205057161, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.01694915254237288}"
T1590.002,CWE-247,0.3611,boost_subtech_title_match,"{""title_sim"": 1.0, ""desc_sim"": 0.09251521965469038, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.01694915254237288}"
T1501,CWE-67,0.1672,boost_common_term:service,"{""title_sim"": 0.3214285714285714, ""desc_sim"": 0.049584654044892866, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.029411764705882353}"
T1501,CWE-1245,0.1624,boost_common_term:service,"{""title_sim"": 0.2857142857142857, ""desc_sim"": 0.06346918293964962, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.03821656050955414}"
T1501,CWE-426,0.1606,,"{""title_sim"": 0.5, ""desc_sim"": 0.02228589249533233, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.01935483870967742}"
T1485.001,CWE-463,0.2175,boost_common_term:deletion,"{""title_sim"": 0.4761904761904762, ""desc_sim"": 0.07465459124709678, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.01098901098901099}"
T1485.001,CWE-650,0.1802,boost_common_term:deletion,"{""title_sim"": 0.32911392405063294, ""desc_sim"": 0.07579297005076693, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.043859649122807015}"
T1485.001,CWE-837,0.1437,,"{""title_sim"": 0.34666666666666673, ""desc_sim"": 0.08356926664486708, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.07291666666666667}"
T1514,CWE-250,0.2117,,"{""title_sim"": 0.6363636363636364, ""desc_sim"": 0.05911523998829587, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.015503875968992248}"
T1514,CWE-362,0.2098,,"{""title_sim"": 0.6363636363636364, ""desc_sim"": 0.03724377444463639, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.038461538461538464}"
T1514,CWE-768,0.1980,boost_common_term:execution,"{""title_sim"": 0.40625, ""desc_sim"": 0.06752743232041383, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.029411764705882353}"
T1123,CWE-294,0.1741,,"{""title_sim"": 0.4615384615384615, ""desc_sim"": 0.1187663665350884, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.0}"
T1123,CWE-1039,0.1489,boost_common_term:audio,"{""title_sim"": 0.20869565217391298, ""desc_sim"": 0.10371827156996143, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.02564102564102564}"
T1123,CWE-549,0.1475,boost_common_term:capture,"{""title_sim"": 0.23255813953488372, ""desc_sim"": 0.0812026450364887, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.01694915254237288}"
T1543,CWE-214,0.2245,boost_common_term:process,"{""title_sim"": 0.4772727272727273, ""desc_sim"": 0.0755604470861606, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.043010752688172046}"
T1543,CWE-114,0.2145,,"{""title_sim"": 0.6363636363636364, ""desc_sim"": 0.050090715334523646, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.043010752688172046}"
T1543,CWE-15,0.2129,boost_common_term:system,"{""title_sim"": 0.4634146341463415, ""desc_sim"": 0.0647492470576028, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.022222222222222223}"
T1133,CWE-473,0.2315,boost_common_term:external,"{""title_sim"": 0.5172413793103449, ""desc_sim"": 0.06266189047272906, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.03773584905660377}"
T1133,CWE-673,0.2309,boost_common_term:external,"{""title_sim"": 0.5396825396825397, ""desc_sim"": 0.05878091614431337, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.006711409395973154}"
T1133,CWE-134,0.2122,boost_common_term:external,"{""title_sim"": 0.48484848484848486, ""desc_sim"": 0.04702822894367671, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.013245033112582781}"
T1109,CWE-1277,0.3198,boost_common_term:firmware,"{""title_sim"": 0.6153846153846154, ""desc_sim"": 0.23880251107732128, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.06756756756756757}"
T1109,CWE-1357,0.2802,boost_common_term:component,"{""title_sim"": 0.6666666666666665, ""desc_sim"": 0.06541524407112834, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.05263157894736842}"
T1109,CWE-1057,0.2778,boost_common_term:component,"{""title_sim"": 0.6666666666666665, ""desc_sim"": 0.0494342830234011, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.06493506493506493}"
T1546.006,CWE-464,0.2216,boost_common_term:addition,"{""title_sim"": 0.5333333333333333, ""desc_sim"": 0.03092550786126459, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.011363636363636364}"
T1546.006,CWE-216,0.1315,boost_common_term:addition,"{""title_sim"": 0.22535211267605632, ""desc_sim"": 0.04033314838172675, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.009174311926605505}"
T1546.006,CWE-638,0.1297,,"{""title_sim"": 0.28, ""desc_sim"": 0.10263373088011234, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.07446808510638298}"
T1539,CWE-614,0.3048,,"{""title_sim"": 0.736842105263158, ""desc_sim"": 0.25981115932332655, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.029197080291970802}"
T1539,CWE-384,0.2948,"boost_common_term:steal,session","{""title_sim"": 0.6086956521739131, ""desc_sim"": 0.18422282663103776, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.034482758620689655}"
T1539,CWE-539,0.2838,boost_common_term:web,"{""title_sim"": 0.4146341463414634, ""desc_sim"": 0.34549826923125654, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.028985507246376812}"
T1053.007,CWE-216,0.2021,boost_common_term:container,"{""title_sim"": 0.4210526315789474, ""desc_sim"": 0.06406633041522619, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.03260869565217391}"
T1053.007,CWE-245,0.1941,boost_common_term:container,"{""title_sim"": 0.43037974683544306, ""desc_sim"": 0.04084774092912262, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.013513513513513514}"
T1053.007,CWE-436,0.1915,,"{""title_sim"": 0.6, ""desc_sim"": 0.029653544943361455, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.01282051282051282}"
T1568.002,CWE-329,0.2354,boost_common_term:algorithms,"{""title_sim"": 0.5263157894736842, ""desc_sim"": 0.0723378686858266, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.028985507246376812}"
T1568.002,CWE-1176,0.2006,boost_common_term:algorithms,"{""title_sim"": 0.4, ""desc_sim"": 0.07664813839323883, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.03816793893129771}"
T1568.002,CWE-407,0.1851,,"{""title_sim"": 0.5806451612903225, ""desc_sim"": 0.017196561058475536, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.02877697841726619}"
T1036.007,CWE-646,0.4097,"boost_common_term:extension,file;boost_subtech_title_match","{""title_sim"": 0.8, ""desc_sim"": 0.2645937112529463, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.051470588235294115}"
T1036.007,CWE-415,0.2578,boost_subtech_title_match,"{""title_sim"": 0.7058823529411765, ""desc_sim"": 0.053357715016589966, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.0}"
T1036.007,CWE-73,0.2323,boost_common_term:file,"{""title_sim"": 0.48275862068965514, ""desc_sim"": 0.10454936782666073, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.030303030303030304}"
T1548.002,CWE-114,0.2389,boost_subtech_title_match,"{""title_sim"": 0.6363636363636364, ""desc_sim"": 0.04877590542058535, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.016853932584269662}"
T1548.002,CWE-294,0.2378,"boost_common_term:bypass,user","{""title_sim"": 0.5151515151515151, ""desc_sim"": 0.09645606188034894, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.021505376344086023}"
T1548.002,CWE-639,0.2353,boost_common_term:user,"{""title_sim"": 0.5066666666666666, ""desc_sim"": 0.09248466222665214, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.027932960893854747}"
T1099,CWE-284,0.1259,,"{""title_sim"": 0.375, ""desc_sim"": 0.023856358436567793, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.03125}"
T1099,CWE-459,0.1173,,"{""title_sim"": 0.29629629629629634, ""desc_sim"": 0.05418827247942425, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.06060606060606061}"
T1099,CWE-1277,0.1172,,"{""title_sim"": 0.3125, ""desc_sim"": 0.049613438927425535, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.04285714285714286}"
T1496.003,CWE-667,0.1136,,"{""title_sim"": 0.3703703703703704, ""desc_sim"": 0.008170673829726357, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.0}"
T1496.003,CWE-187,0.1080,,"{""title_sim"": 0.33333333333333326, ""desc_sim"": 0.012678274356362892, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.021052631578947368}"
T1496.003,CWE-697,0.1073,,"{""title_sim"": 0.32258064516129037, ""desc_sim"": 0.02055598961751385, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.02197802197802198}"
T1016.001,CWE-192,0.2252,boost_subtech_title_match,"{""title_sim"": 0.6274509803921569, ""desc_sim"": 0.02316484691625913, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.0}"
T1016.001,CWE-1072,0.2203,boost_common_term:connection,"{""title_sim"": 0.5128205128205129, ""desc_sim"": 0.044519423662764054, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.015625}"
T1016.001,CWE-245,0.2011,boost_common_term:connection,"{""title_sim"": 0.46913580246913583, ""desc_sim"": 0.02427011262051215, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.015625}"
T1548.003,CWE-620,0.1668,,"{""title_sim"": 0.42857142857142855, ""desc_sim"": 0.10323245483075154, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.03626943005181347}"
T1548.003,CWE-525,0.1667,boost_common_term:caching,"{""title_sim"": 0.3013698630136986, ""desc_sim"": 0.06049548403157237, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.04081632653061224}"
T1548.003,CWE-384,0.1517,,"{""title_sim"": 0.4375, ""desc_sim"": 0.05115340890970886, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.025380710659898477}"
T1560.003,CWE-767,0.2498,boost_common_term:method,"{""title_sim"": 0.5714285714285715, ""desc_sim"": 0.08022580501258131, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.02127659574468085}"
T1560.003,CWE-756,0.2417,boost_common_term:custom,"{""title_sim"": 0.48, ""desc_sim"": 0.14556010540703035, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.02}"
T1560.003,CWE-939,0.2174,boost_common_term:custom,"{""title_sim"": 0.425, ""desc_sim"": 0.1084206690160593, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.037037037037037035}"
T1578,CWE-393,0.1944,boost_common_term:modify,"{""title_sim"": 0.41935483870967744, ""desc_sim"": 0.04133311167843298, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.03076923076923077}"
T1578,CWE-179,0.1940,boost_common_term:modify,"{""title_sim"": 0.36363636363636365, ""desc_sim"": 0.07403182996703622, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.06349206349206349}"
T1578,CWE-368,0.1929,boost_common_term:modify,"{""title_sim"": 0.41791044776119407, ""desc_sim"": 0.0384714680595298, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.029850746268656716}"
T1584.008,CWE-406,0.3044,boost_common_term:network;boost_subtech_title_match,"{""title_sim"": 0.6363636363636364, ""desc_sim"": 0.08327410542778184, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.042735042735042736}"
T1584.008,CWE-1331,0.2903,boost_common_term:network;boost_subtech_title_match,"{""title_sim"": 0.6363636363636364, ""desc_sim"": 0.04252792506464371, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.03305785123966942}"
T1584.008,CWE-1051,0.2900,boost_common_term:network;boost_subtech_title_match,"{""title_sim"": 0.6363636363636364, ""desc_sim"": 0.051704050288128627, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.018018018018018018}"
T1583.008,CWE-431,0.2320,boost_subtech_title_match,"{""title_sim"": 0.6666666666666665, ""desc_sim"": 0.002796835980845287, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.005988023952095809}"
T1583.008,CWE-385,0.2211,boost_subtech_title_match,"{""title_sim"": 0.6060606060606061, ""desc_sim"": 0.019808382008977155, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.016574585635359115}"
T1583.008,CWE-508,0.1611,,"{""title_sim"": 0.38095238095238093, ""desc_sim"": 0.12493782719907763, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.046511627906976744}"
T1069,CWE-650,0.1859,,"{""title_sim"": 0.5405405405405406, ""desc_sim"": 0.06194228580767802, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.02564102564102564}"
T1069,CWE-732,0.1822,,"{""title_sim"": 0.5405405405405406, ""desc_sim"": 0.0544446836520617, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.018518518518518517}"
T1069,CWE-276,0.1801,,"{""title_sim"": 0.5714285714285715, ""desc_sim"": 0.028852880595181075, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.0}"
T1114,CWE-621,0.1611,,"{""title_sim"": 0.4878048780487805, ""desc_sim"": 0.01987734927617167, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.04411764705882353}"
T1114,CWE-1390,0.1585,,"{""title_sim"": 0.45714285714285713, ""desc_sim"": 0.05031517795116017, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.03125}"
T1114,CWE-617,0.1576,,"{""title_sim"": 0.45714285714285713, ""desc_sim"": 0.036868305897735106, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.046875}"
T1003.002,CWE-1083,0.2348,boost_common_term:manager,"{""title_sim"": 0.5066666666666666, ""desc_sim"": 0.07190481683681153, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.056179775280898875}"
T1003.002,CWE-645,0.2344,boost_common_term:account,"{""title_sim"": 0.5294117647058824, ""desc_sim"": 0.05614119749964054, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.043478260869565216}"
T1003.002,CWE-671,0.2316,boost_common_term:security,"{""title_sim"": 0.5074626865671642, ""desc_sim"": 0.06849126002816854, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.04395604395604396}"
T1596.002,CWE-512,0.0865,,"{""title_sim"": 0.1666666666666667, ""desc_sim"": 0.08905381927170145, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.049019607843137254}"
T1596.002,CWE-62,0.0686,,"{""title_sim"": 0.2105263157894737, ""desc_sim"": 0.011746989333286066, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.009433962264150943}"
T1596.002,CWE-564,0.0666,,"{""title_sim"": 0.20689655172413793, ""desc_sim"": 0.008232401426254666, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.010526315789473684}"
T1542.001,CWE-1277,0.3709,boost_common_term:firmware;boost_subtech_title_match,"{""title_sim"": 0.6956521739130435, ""desc_sim"": 0.24216163121029008, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.047619047619047616}"
